Date,Lower Threshold,Upper Threshold,Value,Granularity,Status
2024-01-26 00:00:00,9448.338970462773,12180.14966497245,10714.4215,Brand1 | MOTRX,Pass
2024-02-02 00:00:00,37167.557346560774,45293.08124356606,40839.969600000004,Brand2 | TRX,Pass
2024-02-02 00:00:00,7215.346635116468,8514.738112569014,7716.3622000000005,Brand3 | TRX,Pass
2024-02-02 00:00:00,779.512282618213,1112.5332410023886,988.7868,Brand3 | NBRX,Pass
2024-02-02 00:00:00,40819.48281127843,49723.174876304656,45155.2545,Brand2 | MOTRX,Pass
2024-02-02 00:00:00,8472.731683747723,10036.718492466218,8899.495,Brand3 | MOTRX,Pass
2024-01-26 00:00:00,208.52219837115064,677.521977445936,434.9627,Brand1 | NBRX,Pass
2024-02-02 00:00:00,1558.3009177911251,2084.501209949774,2302.9201,Brand2 | NBRX,Fail
2024-01-26 00:00:00,4737.831919847475,6101.653727738568,5377.9035,Brand1 | TRX,Pass
